sg	set	trm	hm	xyz
203	2	a,b,c;-1/8,-1/8,-1/8	F d -3 :1	x,y,z;-x+505/12,-y+505/12,z;-x+505/12,y,-z+505/12;x,-y+505/12,-z+505/12;z,x,y;z,-x+505/12,-y+505/12;-z+505/12,-x+505/12,y;-z+505/12,x,-y+505/12;y,z,x;-y+505/12,z,-x+505/12;y,-z+505/12,-x+505/12;-y+505/12,-z+505/12,x;-x+124/3,-y+124/3,-z+124/3;x+1/4,y+1/4,-z+124/3;x+1/4,-y+124/3,z+1/4;-x+124/3,y+1/4,z+1/4;-z+124/3,-x+124/3,-y+124/3;-z+124/3,x+1/4,y+1/4;z+1/4,x+1/4,-y+124/3;z+1/4,-x+124/3,y+1/4;-y+124/3,-z+124/3,-x+124/3;y+1/4,-z+124/3,x+1/4;-y+124/3,z+1/4,x+1/4;y+1/4,z+1/4,-x+124/3;x,y+1/2,z+1/2;-x+505/12,-y+499/12,z+1/2;-x+505/12,y+1/2,-z+499/12;x,-y+499/12,-z+499/12;z,x+1/2,y+1/2;z,-x+499/12,-y+499/12;-z+505/12,-x+499/12,y+1/2;-z+505/12,x+1/2,-y+499/12;y,z+1/2,x+1/2;-y+505/12,z+1/2,-x+499/12;y,-z+499/12,-x+499/12;-y+505/12,-z+499/12,x+1/2;-x+124/3,-y+251/6,-z+251/6;x+1/4,y+3/4,-z+251/6;x+1/4,-y+251/6,z+3/4;-x+124/3,y+3/4,z+3/4;-z+124/3,-x+251/6,-y+251/6;-z+124/3,x+3/4,y+3/4;z+1/4,x+3/4,-y+251/6;z+1/4,-x+251/6,y+3/4;-y+124/3,-z+251/6,-x+251/6;y+1/4,-z+251/6,x+3/4;-y+124/3,z+3/4,x+3/4;y+1/4,z+3/4,-x+251/6;x+1/2,y,z+1/2;-x+499/12,-y+505/12,z+1/2;-x+499/12,y,-z+499/12;x+1/2,-y+505/12,-z+499/12;z+1/2,x,y+1/2;z+1/2,-x+505/12,-y+499/12;-z+499/12,-x+505/12,y+1/2;-z+499/12,x,-y+499/12;y+1/2,z,x+1/2;-y+499/12,z,-x+499/12;y+1/2,-z+505/12,-x+499/12;-y+499/12,-z+505/12,x+1/2;-x+251/6,-y+124/3,-z+251/6;x+3/4,y+1/4,-z+251/6;x+3/4,-y+124/3,z+3/4;-x+251/6,y+1/4,z+3/4;-z+251/6,-x+124/3,-y+251/6;-z+251/6,x+1/4,y+3/4;z+3/4,x+1/4,-y+251/6;z+3/4,-x+124/3,y+3/4;-y+251/6,-z+124/3,-x+251/6;y+3/4,-z+124/3,x+3/4;-y+251/6,z+1/4,x+3/4;y+3/4,z+1/4,-x+251/6;x+1/2,y+1/2,z;-x+499/12,-y+499/12,z;-x+499/12,y+1/2,-z+505/12;x+1/2,-y+499/12,-z+505/12;z+1/2,x+1/2,y;z+1/2,-x+499/12,-y+505/12;-z+499/12,-x+499/12,y;-z+499/12,x+1/2,-y+505/12;y+1/2,z+1/2,x;-y+499/12,z+1/2,-x+505/12;y+1/2,-z+499/12,-x+505/12;-y+499/12,-z+499/12,x;-x+251/6,-y+251/6,-z+124/3;x+3/4,y+3/4,-z+124/3;x+3/4,-y+251/6,z+1/4;-x+251/6,y+3/4,z+1/4;-z+251/6,-x+251/6,-y+124/3;-z+251/6,x+3/4,y+1/4;z+3/4,x+3/4,-y+124/3;z+3/4,-x+251/6,y+1/4;-y+251/6,-z+251/6,-x+124/3;y+3/4,-z+251/6,x+1/4;-y+251/6,z+3/4,x+1/4;y+3/4,z+3/4,-x+124/3
204	1	a,b,c	I m -3	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;-x,-y,-z;x,y,-z;x,-y,z;-x,y,z;-z,-x,-y;-z,x,y;z,x,-y;z,-x,y;-y,-z,-x;y,-z,x;-y,z,x;y,z,-x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;-z+1/2,x+1/2,-y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;y+1/2,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z+1/2,x+1/2,y+1/2;z+1/2,x+1/2,-y+1/2;z+1/2,-x+1/2,y+1/2;-y+1/2,-z+1/2,-x+1/2;y+1/2,-z+1/2,x+1/2;-y+1/2,z+1/2,x+1/2;y+1/2,z+1/2,-x+1/2
205	1	a,b,c	P a -3	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;-x,-y,-z;x+1/2,y,-z+1/2;x,-y+1/2,z+1/2;-x+1/2,y+1/2,z;-z,-x,-y;-z+1/2,x+1/2,y;z+1/2,x,-y+1/2;z,-x+1/2,y+1/2;-y,-z,-x;y,-z+1/2,x+1/2;-y+1/2,z+1/2,x;y+1/2,z,-x+1/2
206	1	a,b,c	I a -3	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;-x,-y,-z;x+1/2,y,-z+1/2;x,-y+1/2,z+1/2;-x+1/2,y+1/2,z;-z,-x,-y;-z+1/2,x+1/2,y;z+1/2,x,-y+1/2;z,-x+1/2,y+1/2;-y,-z,-x;y,-z+1/2,x+1/2;-y+1/2,z+1/2,x;y+1/2,z,-x+1/2;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-x+1/2,y,-z;x,-y,-z+1/2;z+1/2,x+1/2,y+1/2;z,-x,-y+1/2;-z,-x+1/2,y;-z+1/2,x,-y;y+1/2,z+1/2,x+1/2;-y+1/2,z,-x;y,-z,-x+1/2;-y,-z+1/2,x;-x+1/2,-y+1/2,-z+1/2;x,y+1/2,-z;x+1/2,-y,z;-x,y,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z,x,y+1/2;z,x+1/2,-y;z+1/2,-x,y;-y+1/2,-z+1/2,-x+1/2;y+1/2,-z,x;-y,z,x+1/2;y,z+1/2,-x
207	1	a,b,c	P 4 3 2	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y,x,-z;-y,-x,-z;y,-x,z;-y,x,z;x,z,-y;-x,z,y;-x,-z,-y;x,-z,y;z,y,-x;z,-y,x;-z,y,x;-z,-y,-x
208	1	a,b,c	P 42 3 2	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y+1/2,x+1/2,-z+1/2;-y+1/2,-x+1/2,-z+1/2;y+1/2,-x+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,-y+1/2;-x+1/2,z+1/2,y+1/2;-x+1/2,-z+1/2,-y+1/2;x+1/2,-z+1/2,y+1/2;z+1/2,y+1/2,-x+1/2;z+1/2,-y+1/2,x+1/2;-z+1/2,y+1/2,x+1/2;-z+1/2,-y+1/2,-x+1/2
209	1	a,b,c	F 4 3 2	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y,x,-z;-y,-x,-z;y,-x,z;-y,x,z;x,z,-y;-x,z,y;-x,-z,-y;x,-z,y;z,y,-x;z,-y,x;-z,y,x;-z,-y,-x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;y,x+1/2,-z+1/2;-y,-x+1/2,-z+1/2;y,-x+1/2,z+1/2;-y,x+1/2,z+1/2;x,z+1/2,-y+1/2;-x,z+1/2,y+1/2;-x,-z+1/2,-y+1/2;x,-z+1/2,y+1/2;z,y+1/2,-x+1/2;z,-y+1/2,x+1/2;-z,y+1/2,x+1/2;-z,-y+1/2,-x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,x,-z+1/2;-y+1/2,-x,-z+1/2;y+1/2,-x,z+1/2;-y+1/2,x,z+1/2;x+1/2,z,-y+1/2;-x+1/2,z,y+1/2;-x+1/2,-z,-y+1/2;x+1/2,-z,y+1/2;z+1/2,y,-x+1/2;z+1/2,-y,x+1/2;-z+1/2,y,x+1/2;-z+1/2,-y,-x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x;y+1/2,x+1/2,-z;-y+1/2,-x+1/2,-z;y+1/2,-x+1/2,z;-y+1/2,x+1/2,z;x+1/2,z+1/2,-y;-x+1/2,z+1/2,y;-x+1/2,-z+1/2,-y;x+1/2,-z+1/2,y;z+1/2,y+1/2,-x;z+1/2,-y+1/2,x;-z+1/2,y+1/2,x;-z+1/2,-y+1/2,-x
210	1	a,b,c	F 41 3 2	x,y,z;-x,-y+1/2,z+1/2;-x+1/2,y+1/2,-z;x+1/2,-y,-z+1/2;z,x,y;z+1/2,-x,-y+1/2;-z,-x+1/2,y+1/2;-z+1/2,x+1/2,-y;y,z,x;-y+1/2,z+1/2,-x;y+1/2,-z,-x+1/2;-y,-z+1/2,x+1/2;y+3/4,x+1/4,-z+3/4;-y+1/4,-x+1/4,-z+1/4;y+1/4,-x+3/4,z+3/4;-y+3/4,x+3/4,z+1/4;x+3/4,z+1/4,-y+3/4;-x+3/4,z+3/4,y+1/4;-x+1/4,-z+1/4,-y+1/4;x+1/4,-z+3/4,y+3/4;z+3/4,y+1/4,-x+3/4;z+1/4,-y+3/4,x+3/4;-z+3/4,y+3/4,x+1/4;-z+1/4,-y+1/4,-x+1/4;x,y+1/2,z+1/2;-x,-y,z;-x+1/2,y,-z+1/2;x+1/2,-y+1/2,-z;z,x+1/2,y+1/2;z+1/2,-x+1/2,-y;-z,-x,y;-z+1/2,x,-y+1/2;y,z+1/2,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z+1/2,-x;-y,-z,x;y+3/4,x+3/4,-z+1/4;-y+1/4,-x+3/4,-z+3/4;y+1/4,-x+1/4,z+1/4;-y+3/4,x+1/4,z+3/4;x+3/4,z+3/4,-y+1/4;-x+3/4,z+1/4,y+3/4;-x+1/4,-z+3/4,-y+3/4;x+1/4,-z+1/4,y+1/4;z+3/4,y+3/4,-x+1/4;z+1/4,-y+1/4,x+1/4;-z+3/4,y+1/4,x+3/4;-z+1/4,-y+3/4,-x+3/4;x+1/2,y,z+1/2;-x+1/2,-y+1/2,z;-x,y+1/2,-z+1/2;x,-y,-z;z+1/2,x,y+1/2;z,-x,-y;-z+1/2,-x+1/2,y;-z,x+1/2,-y+1/2;y+1/2,z,x+1/2;-y,z+1/2,-x+1/2;y,-z,-x;-y+1/2,-z+1/2,x;y+1/4,x+1/4,-z+1/4;-y+3/4,-x+1/4,-z+3/4;y+3/4,-x+3/4,z+1/4;-y+1/4,x+3/4,z+3/4;x+1/4,z+1/4,-y+1/4;-x+1/4,z+3/4,y+3/4;-x+3/4,-z+1/4,-y+3/4;x+3/4,-z+3/4,y+1/4;z+1/4,y+1/4,-x+1/4;z+3/4,-y+3/4,x+1/4;-z+1/4,y+3/4,x+3/4;-z+3/4,-y+1/4,-x+3/4;x+1/2,y+1/2,z;-x+1/2,-y,z+1/2;-x,y,-z;x,-y+1/2,-z+1/2;z+1/2,x+1/2,y;z,-x+1/2,-y+1/2;-z+1/2,-x,y+1/2;-z,x,-y;y+1/2,z+1/2,x;-y,z,-x;y,-z+1/2,-x+1/2;-y+1/2,-z,x+1/2;y+1/4,x+3/4,-z+3/4;-y+3/4,-x+3/4,-z+1/4;y+3/4,-x+1/4,z+3/4;-y+1/4,x+1/4,z+1/4;x+1/4,z+3/4,-y+3/4;-x+1/4,z+1/4,y+1/4;-x+3/4,-z+3/4,-y+1/4;x+3/4,-z+1/4,y+3/4;z+1/4,y+3/4,-x+3/4;z+3/4,-y+1/4,x+3/4;-z+1/4,y+1/4,x+1/4;-z+3/4,-y+3/4,-x+1/4
211	1	a,b,c	I 4 3 2	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y,x,-z;-y,-x,-z;y,-x,z;-y,x,z;x,z,-y;-x,z,y;-x,-z,-y;x,-z,y;z,y,-x;z,-y,x;-z,y,x;-z,-y,-x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;-z+1/2,x+1/2,-y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;y+1/2,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2;y+1/2,x+1/2,-z+1/2;-y+1/2,-x+1/2,-z+1/2;y+1/2,-x+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;x+1/2,z+1/2,-y+1/2;-x+1/2,z+1/2,y+1/2;-x+1/2,-z+1/2,-y+1/2;x+1/2,-z+1/2,y+1/2;z+1/2,y+1/2,-x+1/2;z+1/2,-y+1/2,x+1/2;-z+1/2,y+1/2,x+1/2;-z+1/2,-y+1/2,-x+1/2
212	1	a,b,c	P 43 3 2	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;y+1/4,x+3/4,-z+3/4;-y+1/4,-x+1/4,-z+1/4;y+3/4,-x+3/4,z+1/4;-y+3/4,x+1/4,z+3/4;x+1/4,z+3/4,-y+3/4;-x+3/4,z+1/4,y+3/4;-x+1/4,-z+1/4,-y+1/4;x+3/4,-z+3/4,y+1/4;z+1/4,y+3/4,-x+3/4;z+3/4,-y+3/4,x+1/4;-z+3/4,y+1/4,x+3/4;-z+1/4,-y+1/4,-x+1/4
213	1	a,b,c	P 41 3 2	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;y+3/4,x+1/4,-z+1/4;-y+3/4,-x+3/4,-z+3/4;y+1/4,-x+1/4,z+3/4;-y+1/4,x+3/4,z+1/4;x+3/4,z+1/4,-y+1/4;-x+1/4,z+3/4,y+1/4;-x+3/4,-z+3/4,-y+3/4;x+1/4,-z+1/4,y+3/4;z+3/4,y+1/4,-x+1/4;z+1/4,-y+1/4,x+3/4;-z+1/4,y+3/4,x+1/4;-z+3/4,-y+3/4,-x+3/4
214	1	a,b,c	I 41 3 2	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;y+3/4,x+1/4,-z+1/4;-y+3/4,-x+3/4,-z+3/4;y+1/4,-x+1/4,z+3/4;-y+1/4,x+3/4,z+1/4;x+3/4,z+1/4,-y+1/4;-x+1/4,z+3/4,y+1/4;-x+3/4,-z+3/4,-y+3/4;x+1/4,-z+1/4,y+3/4;z+3/4,y+1/4,-x+1/4;z+1/4,-y+1/4,x+3/4;-z+1/4,y+3/4,x+1/4;-z+3/4,-y+3/4,-x+3/4;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-x+1/2,y,-z;x,-y,-z+1/2;z+1/2,x+1/2,y+1/2;z,-x,-y+1/2;-z,-x+1/2,y;-z+1/2,x,-y;y+1/2,z+1/2,x+1/2;-y+1/2,z,-x;y,-z,-x+1/2;-y,-z+1/2,x;y+1/4,x+3/4,-z+3/4;-y+1/4,-x+1/4,-z+1/4;y+3/4,-x+3/4,z+1/4;-y+3/4,x+1/4,z+3/4;x+1/4,z+3/4,-y+3/4;-x+3/4,z+1/4,y+3/4;-x+1/4,-z+1/4,-y+1/4;x+3/4,-z+3/4,y+1/4;z+1/4,y+3/4,-x+3/4;z+3/4,-y+3/4,x+1/4;-z+3/4,y+1/4,x+3/4;-z+1/4,-y+1/4,-x+1/4
215	1	a,b,c	P -4 3 m	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y,x,z;-y,-x,z;y,-x,-z;-y,x,-z;x,z,y;-x,z,-y;-x,-z,y;x,-z,-y;z,y,x;z,-y,-x;-z,y,-x;-z,-y,x
216	1	a,b,c	F -4 3 m	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y,x,z;-y,-x,z;y,-x,-z;-y,x,-z;x,z,y;-x,z,-y;-x,-z,y;x,-z,-y;z,y,x;z,-y,-x;-z,y,-x;-z,-y,x;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;y,x+1/2,z+1/2;-y,-x+1/2,z+1/2;y,-x+1/2,-z+1/2;-y,x+1/2,-z+1/2;x,z+1/2,y+1/2;-x,z+1/2,-y+1/2;-x,-z+1/2,y+1/2;x,-z+1/2,-y+1/2;z,y+1/2,x+1/2;z,-y+1/2,-x+1/2;-z,y+1/2,-x+1/2;-z,-y+1/2,x+1/2;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;y+1/2,x,z+1/2;-y+1/2,-x,z+1/2;y+1/2,-x,-z+1/2;-y+1/2,x,-z+1/2;x+1/2,z,y+1/2;-x+1/2,z,-y+1/2;-x+1/2,-z,y+1/2;x+1/2,-z,-y+1/2;z+1/2,y,x+1/2;z+1/2,-y,-x+1/2;-z+1/2,y,-x+1/2;-z+1/2,-y,x+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x;y+1/2,x+1/2,z;-y+1/2,-x+1/2,z;y+1/2,-x+1/2,-z;-y+1/2,x+1/2,-z;x+1/2,z+1/2,y;-x+1/2,z+1/2,-y;-x+1/2,-z+1/2,y;x+1/2,-z+1/2,-y;z+1/2,y+1/2,x;z+1/2,-y+1/2,-x;-z+1/2,y+1/2,-x;-z+1/2,-y+1/2,x
217	1	a,b,c	I -4 3 m	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y,x,z;-y,-x,z;y,-x,-z;-y,x,-z;x,z,y;-x,z,-y;-x,-z,y;x,-z,-y;z,y,x;z,-y,-x;-z,y,-x;-z,-y,x;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;z+1/2,x+1/2,y+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,-x+1/2,y+1/2;-z+1/2,x+1/2,-y+1/2;y+1/2,z+1/2,x+1/2;-y+1/2,z+1/2,-x+1/2;y+1/2,-z+1/2,-x+1/2;-y+1/2,-z+1/2,x+1/2;y+1/2,x+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,z+1/2,y+1/2;-x+1/2,z+1/2,-y+1/2;-x+1/2,-z+1/2,y+1/2;x+1/2,-z+1/2,-y+1/2;z+1/2,y+1/2,x+1/2;z+1/2,-y+1/2,-x+1/2;-z+1/2,y+1/2,-x+1/2;-z+1/2,-y+1/2,x+1/2
218	1	a,b,c	P -4 3 n	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y+1/2,x+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,z+1/2,y+1/2;-x+1/2,z+1/2,-y+1/2;-x+1/2,-z+1/2,y+1/2;x+1/2,-z+1/2,-y+1/2;z+1/2,y+1/2,x+1/2;z+1/2,-y+1/2,-x+1/2;-z+1/2,y+1/2,-x+1/2;-z+1/2,-y+1/2,x+1/2
219	1	a,b,c	F -4 3 c	x,y,z;-x,-y,z;-x,y,-z;x,-y,-z;z,x,y;z,-x,-y;-z,-x,y;-z,x,-y;y,z,x;-y,z,-x;y,-z,-x;-y,-z,x;y+1/2,x+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,z+1/2,y+1/2;-x+1/2,z+1/2,-y+1/2;-x+1/2,-z+1/2,y+1/2;x+1/2,-z+1/2,-y+1/2;z+1/2,y+1/2,x+1/2;z+1/2,-y+1/2,-x+1/2;-z+1/2,y+1/2,-x+1/2;-z+1/2,-y+1/2,x+1/2;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;z,x+1/2,y+1/2;z,-x+1/2,-y+1/2;-z,-x+1/2,y+1/2;-z,x+1/2,-y+1/2;y,z+1/2,x+1/2;-y,z+1/2,-x+1/2;y,-z+1/2,-x+1/2;-y,-z+1/2,x+1/2;y+1/2,x,z;-y+1/2,-x,z;y+1/2,-x,-z;-y+1/2,x,-z;x+1/2,z,y;-x+1/2,z,-y;-x+1/2,-z,y;x+1/2,-z,-y;z+1/2,y,x;z+1/2,-y,-x;-z+1/2,y,-x;-z+1/2,-y,x;x+1/2,y,z+1/2;-x+1/2,-y,z+1/2;-x+1/2,y,-z+1/2;x+1/2,-y,-z+1/2;z+1/2,x,y+1/2;z+1/2,-x,-y+1/2;-z+1/2,-x,y+1/2;-z+1/2,x,-y+1/2;y+1/2,z,x+1/2;-y+1/2,z,-x+1/2;y+1/2,-z,-x+1/2;-y+1/2,-z,x+1/2;y,x+1/2,z;-y,-x+1/2,z;y,-x+1/2,-z;-y,x+1/2,-z;x,z+1/2,y;-x,z+1/2,-y;-x,-z+1/2,y;x,-z+1/2,-y;z,y+1/2,x;z,-y+1/2,-x;-z,y+1/2,-x;-z,-y+1/2,x;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;z+1/2,x+1/2,y;z+1/2,-x+1/2,-y;-z+1/2,-x+1/2,y;-z+1/2,x+1/2,-y;y+1/2,z+1/2,x;-y+1/2,z+1/2,-x;y+1/2,-z+1/2,-x;-y+1/2,-z+1/2,x;y,x,z+1/2;-y,-x,z+1/2;y,-x,-z+1/2;-y,x,-z+1/2;x,z,y+1/2;-x,z,-y+1/2;-x,-z,y+1/2;x,-z,-y+1/2;z,y,x+1/2;z,-y,-x+1/2;-z,y,-x+1/2;-z,-y,x+1/2
220	1	a,b,c	I -4 3 d	x,y,z;-x+1/2,-y,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;z,x,y;z+1/2,-x+1/2,-y;-z+1/2,-x,y+1/2;-z,x+1/2,-y+1/2;y,z,x;-y,z+1/2,-x+1/2;y+1/2,-z+1/2,-x;-y+1/2,-z,x+1/2;y+1/4,x+1/4,z+1/4;-y+1/4,-x+3/4,z+3/4;y+3/4,-x+1/4,-z+3/4;-y+3/4,x+3/4,-z+1/4;x+1/4,z+1/4,y+1/4;-x+3/4,z+3/4,-y+1/4;-x+1/4,-z+3/4,y+3/4;x+3/4,-z+1/4,-y+3/4;z+1/4,y+1/4,x+1/4;z+3/4,-y+1/4,-x+3/4;-z+3/4,y+3/4,-x+1/4;-z+1/4,-y+3/4,x+3/4;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-x+1/2,y,-z;x,-y,-z+1/2;z+1/2,x+1/2,y+1/2;z,-x,-y+1/2;-z,-x+1/2,y;-z+1/2,x,-y;y+1/2,z+1/2,x+1/2;-y+1/2,z,-x;y,-z,-x+1/2;-y,-z+1/2,x;y+3/4,x+3/4,z+3/4;-y+3/4,-x+1/4,z+1/4;y+1/4,-x+3/4,-z+1/4;-y+1/4,x+1/4,-z+3/4;x+3/4,z+3/4,y+3/4;-x+1/4,z+1/4,-y+3/4;-x+3/4,-z+1/4,y+1/4;x+1/4,-z+3/4,-y+1/4;z+3/4,y+3/4,x+3/4;z+1/4,-y+3/4,-x+1/4;-z+1/4,y+1/4,-x+3/4;-z+3/4,-y+1/4,x+1/4
